# Cluster list (553 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 6355 22.1533533401 84.679426688 117.2308403065 288.8607972155 22.8101514453 23.0236943586 135.0335891115 
2 207 5.3967832043 15.0272793094 4.14770689 9.9502827552 3.7496387329 6.6175822876 1.6821478837 
3 69 2.8440514799 1.7458111372 4.0066827078 2.3361349752 -1.5559158802 1.0058606502 -1.08586982 
4 67 2.746866734 2.6692258204 2.534426908 2.3416241257 -0.2219945465 0.1348197648 1.0731117923 
5 29 1.9482548801 0.8601787086 2.0044271517 0.9310912175 -0.3352281696 -0.2110679923 0.4794925008 
6 29 2.2827675548 2.9066681293 1.7486334377 0.5557261421 0.1892543755 0.4730410192 -0.1265984589 
7 25 1.8352757035 0.953792104 1.311723775 1.1027210288 -0.5328788855 -0.624295808 0.7738140883 
8 25 2.844347972 3.9496975524 1.8012273183 2.3393905148 -1.8074940898 -2.3860824772 1.671866899 
9 20 2.2196643773 2.1436439079 2.1891192635 0.5941467766 1.5067779709 0.0603597205 0.5592458524 
10 18 2.6920586658 4.0933941646 1.0938036776 2.0599820181 -1.2556048118 -1.6681794672 1.2508819088 
11 16 1.7605161111 0.367188648 1.0780980266 1.6541303028 -0.2439148584 0.3252190621 -0.8997028423 
12 15 1.7562618026 1.3010362424 0.8862230212 0.8971962556 0.6335130121 0.62737266 0.0376659749 
13 15 1.4023774181 0.9041414153 0.6543209707 0.4082000369 0.0749216467 -0.2622345904 -0.250389942 
14 14 1.3539049426 0.4025465849 0.6839877369 0.7465242717 -0.2838236415 -0.0220715287 -0.1820371006 
15 13 1.7939183537 0.7355153825 1.5923800594 0.8902476179 -0.3250600688 -0.4257656582 0.9542065775 
16 13 1.1879183789 0.415115449 0.5116220065 0.4844126194 0.0476168807 -0.2202637892 -0.0178058518 
17 13 1.2551052066 0.714942755 0.5303879971 0.3299583274 -0.2743566991 -0.0253390822 -0.0016613497 
18 12 1.2322839631 0.5877466274 0.6436368841 0.2871402541 0.3493809834 0.143120542 0.133315353 
19 12 1.4809325998 1.4290852077 0.1713346574 0.5927415 0.1959197257 0.4959433985 -0.0210354608 
20 12 1.8713777621 1.1027819495 1.0540633619 1.3452094172 -0.6527575066 -0.8935300994 0.9225959474 
21 12 1.7501874773 0.9093457489 1.4335413709 0.7202690858 0.3547739522 -0.5398264286 -0.7228561602 
22 12 1.3211886355 0.4238169022 0.7697900943 0.5519324141 0.0570822684 -0.1179759556 -0.1315487329 
23 11 1.4855980707 0.4640197122 1.2171238278 0.5258580879 0.2336818395 0.1192278874 0.6650085491 
24 11 1.4898795172 1.086871957 0.6001578511 0.5327111678 0.4465283079 -0.1867581515 -0.1344108395 
25 11 1.4187366817 0.775503553 0.9169259563 0.3203842626 0.0225256151 0.1156020375 -0.0992065935 
26 10 1.8268077643 0.8538256564 1.2751612989 1.2082396524 -0.8497213561 -0.7991867394 0.9169547884 
27 10 1.2398002688 0.5556390511 0.580240161 0.4012254944 0.2362942818 -0.3702843152 -0.0767277842 
28 10 1.9911455918 0.4919553956 2.9358038227 0.5369015495 0.5174489602 -0.0316185151 0.7170508877 
29 10 1.1646340842 0.3400481284 0.302719902 0.7136045196 -0.0950064613 0.1646007762 -0.0656070769 
30 10 1.6269477643 1.3891655521 0.8392993836 0.4184940921 0.5002720514 0.0780084839 -0.0820821914 
31 10 1.1959877177 0.5427254921 0.6551132851 0.2325478436 0.2592277203 0.1549764126 0.0555077536 
32 10 1.6155709261 1.6589510636 0.6423964176 0.308721936 0.6803463096 0.373117066 0.1271043 
33 10 1.5647666224 0.9377105824 0.4157753021 1.0950086981 0.1792435589 0.1775714248 0.6175010795 
34 9 1.5333552178 0.8032776689 1.2582042728 0.2896962822 0.6390390207 -0.0726706689 -0.0428141256 
35 9 1.7824312595 0.8953147654 1.6347001484 0.647046281 1.0329401636 -0.606710261 -0.6320819858 
36 9 1.3912639542 0.6597252733 0.497146864 0.7787432528 0.4134820411 -0.0474854322 -0.004084684 
37 9 1.2033968994 0.6448312425 0.4573927992 0.3459400558 -0.0172636272 0.3015825209 0.1617021359 
38 8 1.4285234399 0.0844285435 1.6778227994 0.2784278754 -0.290659919 -0.0742805672 0.2459561878 
39 8 1.3603989703 0.2916411023 1.4626872686 0.0963569875 0.131400813 0.0255807919 0.1399327644 
40 8 0.9960778919 0.3660164869 0.3536735398 0.27248114 0.1096741809 -0.2533483812 -0.1011386238 
41 8 0.9785346051 0.2116661561 0.20868199 0.5371818273 0.05493821 0.0669405592 -0.175122665 
42 8 1.3378017183 0.8114759398 0.3026634132 0.6755740844 -0.1080834839 0.0604092797 0.2299626598 
43 8 1.317506621 0.4724680936 0.9362964548 0.327059148 -0.4734806945 0.229822824 -0.4461041643 
44 8 1.1403308142 0.2487455494 0.7394725419 0.3121362745 -0.1883703956 0.0258681757 -0.2319864725 
45 7 1.0523300192 0.0859714412 0.6897641424 0.3316628857 -0.0392549549 0.0417353843 -0.3927331943 
46 7 0.9317448153 0.5341141012 0.2151898539 0.1188444457 -0.0493714911 -0.0524534471 0.0810931047 
47 7 0.9628364453 0.389081691 0.3637459898 0.1742263396 0.158414522 0.1778785304 -0.013867652 
48 7 1.3616820335 0.8745226935 0.9374091457 0.0422461212 -0.6709665443 -0.0993308604 0.1447923814 
49 7 1.0915748073 0.3829980567 0.6372631963 0.1712743069 0.3224692345 0.0895393635 0.2330338818 
50 7 1.4674933439 0.1124221249 0.5665738592 1.4745407302 0.1020440249 -0.009829847 0.6273528199 
51 7 1.3442204531 1.0955551963 0.2488504282 0.462523002 -0.1531657641 -0.506265422 0.2229002098 
52 7 0.9885745047 0.2655777241 0.3258678792 0.3858339482 0.200065553 -0.082732012 -0.194862481 
53 7 1.5360473143 1.0362591069 1.0259762053 0.2972060396 -0.9459125792 0.243745728 -0.2317509147 
54 7 1.1872813934 0.3289114082 0.7252253177 0.3555003812 0.1016021268 -0.1577734401 0.1015904187 
55 6 0.996162324 0.3023882722 0.1841501189 0.5058009847 0.1341114278 -0.2445849339 0.0325022139 
56 6 1.5119109304 1.0497111447 0.2978841209 0.9382793958 0.4244917333 -0.8562836192 -0.4543001578 
57 6 1.0605452886 0.2046429056 0.5429938122 0.3771195914 0.2249268661 -0.0083520956 0.1518325139 
58 6 1.1187343973 0.3123457947 0.2409597147 0.6982611422 0.2017859119 -0.1688087206 0.0898550022 
59 5 1.0375619354 0.4519663976 0.1898522322 0.43471614 -0.0350153301 -0.334645576 -0.0594548726 
60 5 1.0950947202 0.2070550961 0.4155697856 0.5766075645 -0.2309403566 -0.192821365 0.327159807 
61 5 0.9303074498 0.2070827464 0.3075726744 0.3508165304 -0.1356730404 -0.1703555144 0.1844627124 
62 5 0.9404334248 0.3226002224 0.3845206936 0.1772941104 -0.2104016788 0.0013829184 -0.0231537508 
63 5 1.1820039031 0.1318777904 0.6086082376 0.6566471988 0.0619936748 -0.1070112182 0.501166365 
64 5 0.9882564886 0.0889262264 0.1969219624 0.6908026984 0.0515754816 0.0376107316 0.0986033684 
65 5 1.1160989401 0.3346936 0.4992198224 0.4117634216 -0.369250452 -0.200597048 0.2079848672 
66 4 0.9084287255 0.0933231618 0.1419687025 0.589950885 0.0629046661 -0.1646434252 -0.18687427 
67 4 1.0170491357 0.4417532025 0.10669698 0.4859387619 0.1594524 -0.4423713737 -0.19216593 
68 4 0.9507764044 0.0739097969 0.086596545 0.7434694292 -0.038170145 0.1117696709 -0.2511185438 
69 4 0.9742642656 0.5336126369 0.3122956119 0.1032826104 0.2698211869 0.0448823317 -0.1072461126 
70 4 0.9518590225 0.48748313 0.3162321762 0.1023202925 -0.3793582725 0.057743055 -3.4302375e-04 
71 4 0.85056808 0.2297027769 0.201405435 0.2923578469 -0.0991555475 -0.0476863294 -0.181974185 
72 4 0.8182670026 0.247404865 0.0727108275 0.349445195 0.07568018 0.1472807225 -0.003868875 
73 4 1.0404708491 0.0327180619 0.6220829391 0.4277785869 0.1122684197 -0.1019675931 -0.5112765263 
74 4 0.8431962582 0.2383065019 0.1546373569 0.3180360712 -0.0238553919 0.261649671 -0.0903936172 
75 4 0.7099070476 0.0133035569 0.1839016275 0.3067628319 0.0470924563 0.0095119719 0.0277604063 
76 4 0.7289970268 0.1072320175 0.1871337425 0.237070905 0.0231574216 -0.0793119973 -0.1929370125 
77 4 0.7662065021 0.2416962346 0.0511458069 0.2942303625 0.0697823 0.0480336592 0.0321167513 
78 4 0.8008183268 0.18733766 0.226500785 0.2274715475 -0.150278785 -0.01140174 0.129920215 
79 4 0.988490031 0.4103436525 0.192362372 0.3744065169 -0.1128780489 0.3733982512 -0.0699296694 
80 4 0.9083089793 0.3521891019 0.1778153119 0.2950207881 0.2087736694 0.0977462996 0.1232206008 
81 4 0.9816683078 0.2273810119 0.5481523325 0.1881393221 -0.3041626913 -0.0091671345 -0.1505437779 
82 4 0.8537298171 0.0973056669 0.339020885 0.2925280487 -0.12188537 -0.1056330817 0.2767685345 
83 3 0.7587710502 0.1520079756 0.2577412356 0.1659842956 0.1956418978 -0.1546508344 -0.2062094022 
84 3 0.8752060075 0.1301262289 0.26792792 0.3679314067 0.1160360733 0.18457788 0.29669586 
85 3 0.6680291743 0.3109506539 0.1313419669 0.003970357 0.1008566286 0.0349990566 0.0131015489 
86 3 0.8050642776 0.0641567267 0.1106579356 0.4733138289 -0.0018501833 -0.1112290733 -0.1729224478 
87 3 0.7326115509 0.0488474422 0.1207936022 0.36707864 0.0230283011 0.0445717067 0.2104445133 
88 3 0.7860845449 0.1141056867 0.0748723362 0.4289508889 -0.077826893 -0.1863751333 0.17921087 
89 3 0.7085136252 0.0045170067 0.1931401238 0.3043344267 -0.008718565 0.0288875533 -0.2009650833 
90 3 0.7961707899 0.3207113156 0.2726651356 0.0405114756 -0.1453381222 0.0808720578 0.0278529422 
91 3 0.5325217966 0.0018163089 0.1144389683 0.1673241867 -0.012143622 -0.0086272733 -0.0071323587 
92 3 0.8012557911 0.03825522 0.0620744113 0.5416812115 0.048550677 -0.111272142 -0.1512057357 
93 3 0.7500133992 0.5010941422 0.01849778 0.0429281767 -0.0950511533 -0.1161962824 0.0247753907 
94 3 0.7631537853 0.0578606289 0.4009071356 0.1236359356 -0.0952842922 0.0196347478 0.1366056156 
95 3 0.9093448261 0.3603076483 0.1375712689 0.3290290956 0.176941546 -0.3434313093 -0.1778909611 
96 3 0.7678886349 0.0143213422 0.4889400067 0.0863916067 0.0834306067 -0.0188405933 -0.0963790467 
97 3 0.7656217081 0.1491798422 0.0764180355 0.3605787222 -0.1049426576 -0.2306722778 0.1654495544 
98 3 0.6797841357 0.1234928867 0.1818748979 0.1567386867 -0.0237200753 -0.0750212133 0.1548071847 
99 3 0.6775463622 0.2205103387 0.0943699254 0.1441888089 -0.0197231648 -0.1377431071 0.085700896 
100 3 0.7806897563 0.3642678489 0.0513012267 0.19390742 0.0676055467 0.2645899533 0.0409426 
101 3 0.7841324704 0.04592504 0.0201005956 0.5488380956 -0.0289316267 0.0827505467 -0.0795033422 
102 3 0.7611099912 0.3260729489 0.1617114609 0.0915040089 0.224164705 -0.0423642556 -0.0035493813 
103 3 0.6803070467 0.2871679267 0.0255820556 0.1500676956 0.0020356 -0.1855405567 -0.0290976278 
104 3 0.7457764187 0.0347070422 0.4766394756 0.0448359489 0.0166816956 -0.0308030922 0.0757473978 
105 3 0.5805877539 0.0243917756 0.0402157956 0.2724745689 0.0199593178 0.0090933622 -0.0727256089 
106 3 0.8557817942 0.2951338704 0.1118497489 0.32537886 -0.1273185058 0.263983675 -0.04259917 
107 3 0.6636966711 0.1130600467 0.1802292179 0.1472040067 0.0764053153 0.1042491967 0.1514973073 
108 3 0.5753367014 0.1928348089 0.1174084956 0.0207690156 0.0425851289 0.0191764089 -0.0409002178 
109 3 0.6716298636 0.0589622048 0.2936986822 0.0984257867 0.1314271267 -0.063830968 -0.1469592467 
110 3 1.0248827022 0.4788134156 0.3107199022 0.2608512356 0.3688953444 0.3371272444 0.2846858756 
111 3 0.8969228145 0.04546176 0.2066046956 0.5524040796 0.02552344 -0.120971968 -0.2784397614 
112 3 0.7690412044 0.103298043 0.1502929689 0.3378333622 0.0843693288 -0.1410263009 -0.2239268778 
113 3 0.7067309454 0.0058248956 0.440435998 0.0532077356 0.0080239794 -6.6145222222e-04 0.1501326299 
114 3 0.748779872 0.0845148067 0.2888344622 0.1873220278 0.1364623533 0.1024582773 0.0996872991 
115 3 0.7354344566 0.2205323467 0.1402853067 0.1800461867 0.0424043467 -0.1972408533 -0.0160043733 
116 3 0.7815503666 0.3508357267 0.1545234867 0.1054617622 -0.1905175033 0.0213261533 -0.0845138567 
117 3 0.6361173264 0.1808614067 0.168351164 0.0554326822 0.001607042 0.0511891467 0.0834758751 
118 3 0.7938434023 0.3454468956 0.2632092067 0.0215312452 0.2294342967 -0.0862012738 -0.0587762947 
119 3 0.796516202 0.1341919289 0.3534385689 0.1468075622 0.1825972444 0.0614002578 0.1951817022 
120 3 0.9804508441 0.4141175267 0.2047377156 0.3424286156 0.2899564533 0.3638276967 0.2484913622 
121 3 0.6595430638 0.3246259036 0.1013538405 0.0090173089 0.1803141197 -0.0131455834 -0.004113486 
122 2 0.6108554797 0.2373151225 0.0069806025 0.128848692 0.0407013825 0.1748649282 0.0299906902 
123 2 0.6386931658 0.00135424 4.096e-05 0.40653376 -2.3552e-04 0.02346368 -0.00408064 
124 2 0.4227166604 0.0728730025 0.00319225 0.1026241225 -0.015252175 0.0864784825 -0.018099775 
125 2 0.5378613901 0.2563903225 3.0625e-04 0.0325983025 0.008861125 -0.0914214925 -0.003159625 
126 2 0.4814572223 0.06335289 0.0611919169 0.10725625 -0.062263029 0.08243175 -0.081013675 
127 2 0.4664962835 0.07441984 0.1376039025 0.00559504 -0.10119516 -0.02040544 0.02774706 
128 2 0.6538028587 0.0683038225 0.0316270656 0.32752729 0.046478484 0.149570605 0.101777832 
129 2 0.6266423501 0.1551178225 0.2049825625 0.03258025 -0.1783155875 -0.071089925 0.081721375 
130 2 0.5042358046 0.16064064 0.0895745041 0.0040386025 -0.119955432 -0.02547084 0.0190198795 
131 2 0.421919631 0.0113955625 0.07295401 0.0936666025 -0.028833175 0.0326708375 -0.082664105 
132 2 0.6013627201 0.0019847025 0.3525543561 0.0070980625 0.0264521362 -0.0037533375 -0.0500245225 
133 2 0.5428429994 0.2378025225 0.0189971089 0.0378788906 -0.0672127995 -0.0949088813 0.0268251637 
