# Cluster list (513 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 8393 17.5262429621 88.2253358122 97.9995744802 120.9442820726 17.3183604909 -14.2211751794 45.7851232996 
2 438 6.4708697076 7.9206336499 21.5686510319 12.3828700906 6.2174379067 -1.9075148441 -8.128089315 
3 107 4.390722145 7.0530799071 1.9206321945 10.3047288534 0.3609264586 6.5887895317 -0.2012808752 
4 80 2.4394606443 1.2912672941 1.6340741942 3.0256267467 -0.0182318447 -0.3760316655 -0.143123893 
5 63 2.8362934787 4.5659566701 1.6822639943 1.7963400329 -0.1500598757 1.0044966896 0.3506097562 
6 57 3.2561625621 1.6392242746 3.2199628519 5.7434075042 -1.2079072832 1.5393971043 -0.6983219665 
7 41 2.9229201988 2.0603153038 2.1366311976 4.3465159871 0.0608059085 0.8349939742 0.6082012262 
8 33 2.5121568063 2.6119712015 1.3709908591 2.3279697588 0.7044554714 1.1597988376 -0.2490327406 
9 28 2.4760443091 1.9671303482 3.3270867614 0.8365783112 0.1815161048 -0.3506498423 0.1147632949 
10 27 1.8998435805 0.9858139186 0.9442543343 1.6793373775 -0.1177182526 0.1942062626 0.2833603072 
11 24 1.8696863824 0.6664496591 0.8133264783 2.015951031 0.1992730912 0.2132237336 0.5746589694 
12 22 1.8556589866 1.8151455911 1.1597487857 0.4685758978 0.9976084861 0.4918201616 0.5306051176 
13 21 1.5611073292 1.1884894057 0.4609088261 0.7876578615 -0.1763663038 0.5169200843 0.1374727816 
14 19 1.8241552786 1.4220485611 0.771998533 1.1334953865 -0.7003987953 0.0945803188 0.0835147069 
15 19 1.571770231 0.3546765822 0.9825707796 1.1332142973 0.1654075057 -0.0562438123 0.2227199667 
16 19 1.5360115196 1.4588464614 0.3876478971 0.5128370298 0.1525015145 -0.0351339713 -0.2412213576 
17 15 1.4239747842 0.4559728332 1.2937010865 0.2780302665 -0.2612512158 -0.0310254442 -0.0405595452 
18 13 1.6965567449 0.7744859363 1.5737418071 0.5300770453 0.7708040179 -0.2129651873 -0.5308835857 
19 12 1.4987564691 0.6646074224 0.6446555322 0.9370079989 -0.0493413481 -0.2402945303 0.5261195156 
20 12 1.3579425218 0.9430301683 0.3181908969 0.5827868272 -0.2608622458 0.0851811233 -0.1023386433 
21 12 1.231388968 0.4351815008 0.5751469685 0.5059903213 -0.2923941191 0.1191331365 -0.0742509734 
22 10 1.2817854869 0.4215339765 0.4657651009 0.755674957 0.3250544105 0.3194417782 0.2717029264 
23 10 1.4395605489 0.2626479615 0.1955796636 1.6141069489 -0.0484685947 0.3217200772 0.2038801748 
24 10 1.1802957852 0.7953975202 0.2669741916 0.3307264288 0.1540353402 -0.2447514638 -0.104691739 
25 9 1.2128709338 0.5558019978 0.4773459477 0.4379079565 0.0568898504 -0.1616407841 0.0394302977 
26 9 1.5124067059 1.6357497822 0.1596700756 0.4919541862 0.1619830433 0.6496729115 -0.05210904 
27 9 1.405062748 0.4058285489 0.8912781321 0.6770946447 0.2995431907 0.344465407 0.6046109294 
28 8 1.1464771405 0.5203546848 0.2981713094 0.4958838394 0.0624041072 -0.2888290716 -0.0528283244 
29 7 1.2715041571 0.3392807992 0.4935347437 0.7839072787 0.1314462943 -0.1282958073 0.3210591575 
30 7 1.1552551688 0.4538341774 0.1988119607 0.6819683668 0.1246679365 -0.4250138969 -0.0218405236 
31 7 0.8151209018 0.182783542 0.2364144486 0.2452240939 0.0879608357 0.1105370884 -0.0014056857 
32 6 1.0657283441 0.5922378189 0.1741641022 0.3693749822 0.1378187072 0.2369331289 -0.0543639394 
33 6 0.9525783441 0.2676351481 0.4644033514 0.1753670022 0.0685117331 -0.0777632861 0.0681153472 
34 6 0.9681314306 0.2313749489 0.4097335289 0.2961699892 -0.0342940863 0.145838315 -0.2241184639 
35 6 1.1012669343 0.6233645514 0.1519955381 0.4374287711 0.1649056919 0.4394216924 0.1643583306 
36 6 1.0869241236 0.8767281758 0.1949754567 0.1097004181 -0.2647984117 0.1425779742 -0.0272004833 
37 6 1.3026228281 0.7572383033 0.8698843456 0.0697035833 -0.7181693733 -0.1875258767 0.2242743733 
38 6 0.9433712642 0.3563476722 0.1628204578 0.3707812122 -0.1835865178 -0.0859066139 0.1223323662 
39 6 1.0769551461 0.5135775866 0.1688693755 0.4773854247 -0.2615245665 0.1067737669 0.0151789781 
40 5 1.1907616774 0.3953603536 0.3173824424 0.7051705763 0.0795230968 -0.0449679051 -0.4653230342 
41 5 1.0815355638 0.827647591 0.1299271184 0.2121444664 -0.0896722609 -0.2727040397 0.0626764844 
42 5 0.7772627535 0.2828241416 0.183626868 0.1376863784 -0.146895872 0.0373578732 0.069809104 
43 5 0.9109186363 0.3923684616 0.0713763136 0.3660279867 0.0380989584 -0.03897972 -0.0366125162 
44 5 1.1974702986 1.0097547496 0.1214134744 0.302766892 -0.0374970732 -0.008223246 0.143605918 
45 5 1.0673115984 0.55860346 0.1305158242 0.4500347639 -0.144938834 0.4693200246 -0.0551228984 
46 5 1.1498512342 0.100885352 0.1810190912 1.0402534177 0.0549527032 -0.0112288 -0.3518501665 
47 5 0.6586801762 0.1541275065 0.1214859846 0.1582460834 0.0016423615 -0.0203178044 0.0169409259 
48 5 0.9030376602 0.1787106357 0.1080941024 0.5286722776 0.1307001459 -0.0440792692 0.0324955408 
49 5 1.0242099738 0.3506193304 0.4979988624 0.2003878776 -0.3000086896 -0.2394092492 0.1249616688 
50 5 1.124571857 0.7310904519 0.0959085976 0.437662812 -0.0272275899 0.553252761 0.01884991 
51 4 0.9200120097 0.1203222875 0.358790535 0.3673092755 -0.137197185 0.1329916577 -0.3157609123 
52 4 0.7469662808 0.2424196025 0.28674249 0.0287965322 -0.194377835 0.0027588371 0.0591336243 
53 4 0.8498475709 0.2893785619 0.2826326369 0.150229695 -0.1174115144 -0.127786385 0.146431595 
54 4 1.0780739716 0.06242626 0.937482235 0.1623349933 -0.186933735 -0.013482723 0.1241577633 
55 4 1.0867830044 0.1085972719 0.9945761019 0.077923925 -0.1616221631 0.0084625575 0.2213877725 
56 4 0.9061865931 0.1129185671 0.6033389619 0.1049166125 -0.2574278777 -0.0761893641 0.1652956938 
57 4 0.7036494303 0.1602684469 0.1912797619 0.1435743121 -0.0353013019 -0.1208911574 0.0455192119 
58 4 0.8175542623 0.175074705 0.3459024769 0.14741779 0.1116756975 -0.12337254 -0.1617014675 
59 4 0.8821129385 0.2199357725 0.1011044819 0.4570829819 -0.0371888738 0.3132148587 -0.0225385819 
60 4 0.9334610483 0.410697875 0.1832040069 0.2774476469 -0.2581256 0.172217535 -0.1658047169 
61 4 0.7344425302 0.2441767351 0.0769321725 0.2182969225 -0.1099798574 -0.1400763724 0.0470827975 
