# Cluster list (558 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 8122 19.4304898729 124.8187188849 108.9095730607 143.8156447542 -17.3171400221 57.8605557258 -3.7666943209 
2 274 7.7480676735 16.504562764 25.325806365 18.2021835449 16.5995276411 12.8951384287 15.562290894 
3 115 3.8030325374 4.9113094056 3.1827189798 6.3690280953 -1.6286648631 -0.9258270395 2.361170043 
4 50 3.9543359695 10.0975302404 0.9756168687 4.5636258502 0.9833010865 -4.4720132724 -0.1113662142 
5 34 2.1100551146 2.2526201381 1.4190036706 0.7807087779 1.1239552175 -0.4682262492 -0.5821649966 
6 23 1.8208057365 1.2923394624 1.3664586346 0.6565354331 0.7280812305 -0.381025995 -0.6797795627 
7 22 1.9750152175 0.7936881038 0.5565602769 2.5504367288 -0.0052126827 -0.8551117702 -0.5363905167 
8 21 2.1007901313 2.2322944794 1.7038461319 0.4771785644 0.1908606606 -0.0295141863 -0.4200411854 
9 16 1.4368270798 0.7744291038 0.5924104148 0.6976325387 0.037613075 0.397307955 0.0629658219 
10 15 2.0713197964 2.8214327037 0.7330199544 0.7359130406 1.0169029336 -1.0310493976 -0.5575030144 
11 15 1.6621786535 0.774273262 1.7475060692 0.2410585449 -0.4283298177 -0.0451112718 0.4057231751 
12 14 1.8833028158 0.6485106378 0.7144533057 2.1838655527 -0.1389349164 -0.5447537901 0.6049989157 
13 12 1.3365555133 0.9784593963 0.3461145491 0.4618066947 -0.4427812822 0.2496240611 -0.136660989 
14 11 1.2151111484 0.3430107706 0.8115467269 0.3219376055 -0.0299841021 0.1662516463 0.0235615897 
15 10 1.2168756051 0.2079247784 0.4111697777 0.8616916821 0.0689364365 -0.1803835778 0.1241777257 
16 10 1.3408789561 0.8566649449 0.5155423104 0.4257491196 0.3403760316 -0.3926403942 -0.2298293908 
17 10 1.3808810802 0.6676987576 0.4278469276 0.8112868724 0.1837131393 0.2673322974 -0.2462567438 
18 10 1.460105696 0.2635900749 1.2945310424 0.5737875261 -0.2429186934 -0.2092396553 0.6258274028 
19 9 1.0431716339 0.4403720316 0.2082401521 0.4395948741 -0.066910255 -0.0796949159 0.008501797 
20 9 1.3497174372 0.8312721225 0.6060786178 0.38438642 -0.1862451004 -0.4703776541 -0.0372234211 
21 8 1.7108784689 1.7256853023 1.0071601411 0.1942596919 -1.2762627067 -0.2959387722 0.2386377959 
22 8 1.0887288597 0.2860516475 0.5460152781 0.3532636044 0.1033323018 0.1422526725 -0.0206876542 
23 8 1.125553943 0.3071132611 0.2557003744 0.704058043 -0.2277360972 0.2349563903 -0.2151417282 
24 8 1.097939284 0.1351225394 0.7908978083 0.2794503236 -0.1465648914 0.0795947586 -0.375067351 
25 8 1.2283779733 0.10340342 0.9187329602 0.486776065 0.0815501105 0.0143957562 0.4478809955 
26 8 1.2479395889 0.7465009754 0.3753058623 0.4355463798 -0.1610672707 -0.3873256887 0.1045040302 
27 8 1.3358901808 0.8904972165 0.48274266 0.4113626986 0.271149682 0.1402638732 0.3220959212 
28 7 0.9849217349 0.4115381704 0.1456148171 0.4129178363 -0.0013962933 -0.1039177081 -0.06597314 
29 7 1.0833019465 0.4267377396 0.4635143019 0.2832910658 -0.2699730822 -0.2029133977 0.0867634972 
30 7 0.9765158036 0.1107986339 0.6954391755 0.1473453053 -0.0542751892 0.0226462204 -0.0304002115 
31 7 1.0077486274 0.5087508853 0.2952509641 0.2115554467 0.0626923251 0.1570134741 0.2027990956 
32 7 0.8322326287 0.3418179678 0.1419579567 0.2088352237 -0.0133049873 -0.1229019756 0.0627595324 
33 7 1.0220238449 0.7078708555 0.1167703086 0.2198915755 0.1226576371 -0.0141045984 0.0124415457 
34 7 1.0455247012 0.4722748576 0.2031997249 0.4176473184 0.0840566401 -0.1112412315 -0.0235774847 
35 6 0.9316589281 0.1318066256 0.2589002347 0.4772814981 0.0580371911 -0.1291765639 -0.1304208069 
36 6 1.5051486653 0.0417054692 0.3304005256 1.89336651 0.0840251533 -0.22053942 -0.7678477083 
37 6 0.917781378 0.1464629581 0.2558457647 0.440013935 -0.0326939753 -0.0465917035 -0.1478814908 
38 6 1.037083581 0.5592990029 0.3466984514 0.1695448996 -0.2753028344 -0.3012124068 0.1599781379 
39 5 0.9990472958 0.6021783064 0.0337902664 0.3621269264 0.1096020736 -0.3565279176 -0.0637281004 
40 5 0.7400139854 0.1085964066 0.1904846936 0.2485395984 -0.0365798847 -0.0810523114 0.1030599792 
41 5 1.1168436571 0.132180932 0.279917828 0.8352409944 -0.064188196 -0.201902824 0.357577596 
42 5 0.9459166378 0.4182866296 0.1006337336 0.3758379224 0.0293694356 -0.1749191608 -0.0622957008 
43 5 1.148779822 0.2620206353 0.1305066616 0.9271677824 -0.1596062386 -0.4117309064 0.2167759088 
44 5 0.9271495957 0.095135 0.4333593224 0.3311120504 -0.050918526 -0.049788602 0.1418980336 
45 5 0.9149937337 0.2054155616 0.5111971256 0.1206008456 -0.2111994776 0.1105150856 -0.1402710956 
46 5 0.8464040864 0.0629197534 0.1596064536 0.4938736705 -0.0512549578 0.0833087557 0.073663154 
47 5 1.0417826493 0.6335688424 0.2510068996 0.2007353464 0.19107269 0.1910494884 -0.0065329142 
48 5 1.1884321993 0.653967156 0.1767390327 0.5816649035 -0.215390071 -0.2568037204 -0.0625610294 
49 5 1.1101959953 0.0871698544 0.398400764 0.7469645296 0.144225802 -0.1698533888 -0.29495051 
50 5 0.9340801922 0.1574319407 0.5591464304 0.1559274344 -0.1186232829 -0.0767848269 0.1570029964 
51 4 0.929854874 0.06517738 0.0115949654 0.7878577413 -0.0175479005 0.1318826265 0.0019503886 
52 4 1.0226205198 0.0179275225 0.76832289 0.259502315 -0.04241338 0.006626645 -0.138740935 
53 4 0.6922886765 0.0808441025 0.0397654619 0.3586540472 0.0458892588 -0.0060199157 -0.0063876612 
54 4 0.7783982503 0.142853085 0.0415762141 0.4214745369 -0.0397977142 -0.1326740625 0.1027282995 
55 4 0.9074798215 0.5144813839 0.2594834875 0.049554755 -0.3123608366 0.0659638023 0.00163961 
56 4 0.978539789 0.06024629 0.7073121819 0.1899816469 -0.1498566475 -0.0304883725 0.2543980531 
57 4 0.7204477456 0.0326390005 0.1442662433 0.3421397104 -0.0469534725 0.0188578085 -0.0102527481 
58 4 0.7667033174 0.363194855 0.1409577819 0.08368134 -0.2084952725 0.002820975 -0.010309495 
59 4 0.9426139543 0.218533445 0.372614205 0.2973734169 -0.2744111675 -0.11742672 0.12158358 
60 4 0.8259037402 0.079771085 0.4151886228 0.1871572803 -0.0317680873 -0.101345448 0.1762641529 
61 4 0.6883564475 0.1134879469 0.094870485 0.2654761669 -9.9918e-04 0.0426943331 0.089331885 
62 4 0.937607908 0.0642747523 0.34338296 0.4714508769 -0.0301574928 -0.0820707849 -0.21966889 
63 4 0.8331895456 0.2515165319 0.2357339752 0.2069543119 0.07818852 0.1327369319 0.211249684 
64 4 1.0842849372 0.3411979069 0.5185532907 0.3159226275 -0.3714962727 -0.3057096637 0.3551854064 
65 4 0.6408311161 0.2423431069 0.0656860225 0.10263539 0.0791499788 -0.0016930875 -0.060385545 
66 4 0.6993917044 0.2433511469 0.1228485225 0.1229490869 0.1499471263 0.0704785206 -0.0032639013 
67 4 0.9289210713 0.3201376874 0.0312660769 0.5114905925 -0.088318448 0.297038834 -0.0959180063 
68 4 0.7974022079 0.1065260361 0.2279186769 0.3014055682 0.0845480856 0.165817307 0.0539998358 
69 4 0.7218270534 0.127362515 0.343539865 0.050131915 -0.0647935675 -0.0501025225 0.1137534475 
70 3 0.5199175422 0.1222936622 0.1440813091 0.0039392794 0.0023177782 0.0011405164 -0.0237664365 
71 3 0.7768842577 0.1286102422 0.1548942604 0.3200446472 0.1247043809 0.1990264227 0.1727494403 
72 3 0.7978240228 0.21840584 0.1276358867 0.2904814447 0.13242796 -0.2460833647 -0.1742200063 
73 3 0.7670124905 0.0470701267 0.0671666867 0.4740713472 0.0019627367 -0.0012481417 -0.1783797833 
74 3 0.5792831912 0.1435146467 0.0375770067 0.1544773622 -0.0654102633 0.04465312 -0.0533909967 
75 3 0.631105139 0.0307698298 0.0748090467 0.29271482 0.0137576876 0.0616199347 -0.08026679 
76 3 0.567413376 0.14338158 0.0871142822 0.0914620771 -0.08151945 -0.025166588 -0.045260934 
77 3 0.8540375416 0.2820097868 0.0243964089 0.4229739267 -0.0818172836 -0.315277367 0.08465052 
78 3 0.6427591036 0.2020035267 0.1794536807 0.031682058 -0.0410312407 0.0769131707 -0.0358764703 
79 3 0.6884860831 0.1850521089 0.1421157089 0.1468452689 0.1035595211 -0.1283037544 -0.1416006356 
80 3 0.7388316463 0.2046573571 0.0237483356 0.3174665089 0.0684287077 -0.2538117358 -0.0863937822 
81 3 0.7240659516 0.1442624289 0.3756301667 0.0043789067 0.0311002667 0.0196413067 -0.0208440667 
82 3 0.7405119974 0.4936136956 0.0401338094 0.0146105134 0.1406544774 -0.0531054316 -0.0144357872 
83 3 0.7676085973 0.4362117067 0.0796800164 0.0733312356 0.1548699467 -0.1206857867 -0.0114407169 
